product_id,name,brand,category,price,stock,rating
190,J. Trouser,J.,Trouser,7453,53,4.1
191,Gul Ahmed Kurta,Gul Ahmed,Kurta,2675,176,3.8
192,Levis Jeans,Levis,Jeans,2229,40,4.9
193,Outfitters Hoodie,Outfitters,Hoodie,5685,114,4.1
194,J. Trouser,J.,Trouser,3578,85,3.7
195,Breakout Jeans,Breakout,Jeans,7431,36,4.1
196,Ideas Jeans,Ideas,Jeans,6050,143,4.6
197,Bonanza Hoodie,Bonanza,Hoodie,3587,165,3.9
198,Gul Ahmed Shirt,Gul Ahmed,Shirt,5990,22,3.6
199,Gul Ahmed Jeans,Gul Ahmed,Jeans,6314,173,3.9
200,Gul Ahmed T-Shirt,Gul Ahmed,T-Shirt,2440,92,4.2
201,Bonanza Jeans,Bonanza,Jeans,2352,126,4.6
202,Bonanza Jacket,Bonanza,Jacket,4435,195,4.5
203,Khaadi Jeans,Khaadi,Jeans,4749,105,4.2
204,J. Jacket,J.,Jacket,1527,167,4.5
205,Gul Ahmed Shirt,Gul Ahmed,Shirt,5270,15,4.5
206,Breakout Hoodie,Breakout,Hoodie,6061,34,4.7
207,Bonanza Jeans,Bonanza,Jeans,2080,19,4.1
208,Gul Ahmed Jacket,Gul Ahmed,Jacket,5836,108,4.9
209,Outfitters Jeans,Outfitters,Jeans,4975,125,3.7
210,J. Trouser,J.,Trouser,4554,171,3.9
211,Bonanza Trouser,Bonanza,Trouser,5541,191,4.4
212,Outfitters Hoodie,Outfitters,Hoodie,7646,68,4.0
213,Breakout Jeans,Breakout,Jeans,3328,12,4.1
214,Breakout Kurta,Breakout,Kurta,2020,54,3.7
215,Levis Jacket,Levis,Jacket,1653,79,3.9
216,Levis T-Shirt,Levis,T-Shirt,2109,138,5.0
217,Ideas Shirt,Ideas,Shirt,5979,163,3.8
218,Levis Jacket,Levis,Jacket,3601,67,4.4
219,Ideas Jacket,Ideas,Jacket,6253,103,4.2
220,Levis Jeans,Levis,Jeans,8362,38,4.0
221,J. Jeans,J.,Jeans,4195,105,4.1
222,J. Jeans,J.,Jeans,6081,110,4.3
223,Breakout Kurta,Breakout,Kurta,2043,199,3.5
224,Khaadi Shirt,Khaadi,Shirt,8022,52,3.8
225,Levis T-Shirt,Levis,T-Shirt,3002,113,4.9
226,Levis Hoodie,Levis,Hoodie,7191,139,4.6
227,Khaadi Kurta,Khaadi,Kurta,1870,189,4.0
228,Breakout T-Shirt,Breakout,T-Shirt,4815,53,4.9
229,Gul Ahmed T-Shirt,Gul Ahmed,T-Shirt,4002,32,4.6
230,Khaadi Shirt,Khaadi,Shirt,5807,21,4.6
231,Khaadi Jeans,Khaadi,Jeans,2656,117,3.5
232,J. Hoodie,J.,Hoodie,3201,29,4.8
233,Gul Ahmed Jacket,Gul Ahmed,Jacket,2115,183,4.7
234,Khaadi Hoodie,Khaadi,Hoodie,5283,184,3.5
235,Bonanza Shirt,Bonanza,Shirt,6811,92,3.7
236,Khaadi Shirt,Khaadi,Shirt,5734,67,3.9
237,Khaadi Jeans,Khaadi,Jeans,6033,93,3.6
238,Levis Trouser,Levis,Trouser,2204,169,4.5
239,Khaadi Hoodie,Khaadi,Hoodie,7902,196,4.9
240,Khaadi Kurta,Khaadi,Kurta,3341,78,4.5
241,Levis Hoodie,Levis,Hoodie,2120,97,4.0
242,Breakout Jeans,Breakout,Jeans,5014,167,3.9
243,Gul Ahmed T-Shirt,Gul Ahmed,T-Shirt,3473,138,4.1
244,Outfitters Hoodie,Outfitters,Hoodie,5898,132,3.5
245,Levis Shirt,Levis,Shirt,2740,20,3.6
246,J. Shirt,J.,Shirt,6335,7,4.4
247,Outfitters Shirt,Outfitters,Shirt,8481,42,4.7
248,Outfitters Trouser,Outfitters,Trouser,5052,81,3.6
249,Gul Ahmed Trouser,Gul Ahmed,Trouser,8279,132,4.5
250,Khaadi Jeans,Khaadi,Jeans,7274,26,3.7
251,Outfitters Shirt,Outfitters,Shirt,4050,147,4.2
252,Breakout Trouser,Breakout,Trouser,7274,176,3.6
253,Ideas Trouser,Ideas,Trouser,5066,77,4.8
254,Breakout Jeans,Breakout,Jeans,5630,199,4.7
255,Outfitters T-Shirt,Outfitters,T-Shirt,7246,84,3.6
256,Ideas Kurta,Ideas,Kurta,1971,87,4.0
257,Khaadi T-Shirt,Khaadi,T-Shirt,7558,161,3.8
258,Outfitters Jeans,Outfitters,Jeans,1951,45,4.7
259,Outfitters Trouser,Outfitters,Trouser,7894,149,3.9
260,Outfitters T-Shirt,Outfitters,T-Shirt,8271,155,4.9
261,J. Shirt,J.,Shirt,3450,60,4.9
262,Breakout Hoodie,Breakout,Hoodie,4427,55,3.9
263,Breakout Kurta,Breakout,Kurta,3176,56,4.0
264,J. T-Shirt,J.,T-Shirt,2072,163,4.6
265,Levis Jacket,Levis,Jacket,4406,87,3.7
266,Levis Trouser,Levis,Trouser,3048,64,3.9
267,Levis Shirt,Levis,Shirt,7583,74,4.4
268,J. Jacket,J.,Jacket,2040,171,4.0
269,Levis Jeans,Levis,Jeans,6812,89,3.8
270,Bonanza Kurta,Bonanza,Kurta,7468,117,3.7
271,Outfitters Trouser,Outfitters,Trouser,4017,101,3.8
272,Gul Ahmed Jeans,Gul Ahmed,Jeans,8001,82,4.0
273,Gul Ahmed Kurta,Gul Ahmed,Kurta,8210,66,3.6
274,Levis Trouser,Levis,Trouser,3755,100,4.1
275,Ideas Kurta,Ideas,Kurta,4898,183,4.2
276,J. T-Shirt,J.,T-Shirt,7303,33,3.8
277,Outfitters Trouser,Outfitters,Trouser,6767,31,4.7
278,Outfitters Jeans,Outfitters,Jeans,7405,73,3.9
279,Ideas Shirt,Ideas,Shirt,6328,195,4.1
280,J. Jeans,J.,Jeans,5552,200,3.9
281,J. Shirt,J.,Shirt,3646,122,3.8
282,Outfitters Trouser,Outfitters,Trouser,4169,54,4.1
283,Bonanza Shirt,Bonanza,Shirt,4515,24,4.3
284,Khaadi Hoodie,Khaadi,Hoodie,2738,106,4.7
285,Outfitters Jeans,Outfitters,Jeans,2905,128,4.8
286,Levis Trouser,Levis,Trouser,8412,182,4.4
287,Gul Ahmed Jacket,Gul Ahmed,Jacket,6580,168,3.7
288,Outfitters Kurta,Outfitters,Kurta,4118,116,3.5
289,J. T-Shirt,J.,T-Shirt,6462,15,3.8
290,Bonanza Trouser,Bonanza,Trouser,2143,5,4.9
291,Ideas Jeans,Ideas,Jeans,3076,115,3.7
292,Bonanza Kurta,Bonanza,Kurta,5778,69,4.1
293,Breakout Shirt,Breakout,Shirt,2871,182,4.5
294,Outfitters Kurta,Outfitters,Kurta,3642,55,4.4
295,Outfitters Hoodie,Outfitters,Hoodie,8391,149,4.6
296,Gul Ahmed T-Shirt,Gul Ahmed,T-Shirt,8229,45,4.3
297,Levis Trouser,Levis,Trouser,2563,155,4.6
298,Ideas Trouser,Ideas,Trouser,4212,92,3.5
299,J. Trouser,J.,Trouser,5852,78,4.1
300,Bonanza Jacket,Bonanza,Jacket,7634,78,3.5
301,J. Shirt,J.,Shirt,2498,105,3.9
302,Khaadi Hoodie,Khaadi,Hoodie,5251,35,4.1
303,J. Hoodie,J.,Hoodie,5503,171,3.7
304,Outfitters T-Shirt,Outfitters,T-Shirt,7912,57,4.4
305,Khaadi Hoodie,Khaadi,Hoodie,6482,181,3.5
306,Ideas Trouser,Ideas,Trouser,7086,154,5.0
307,Khaadi Shirt,Khaadi,Shirt,7195,125,4.6
308,Outfitters T-Shirt,Outfitters,T-Shirt,5341,117,4.6
309,J. Kurta,J.,Kurta,1923,175,4.7
310,Ideas Hoodie,Ideas,Hoodie,7495,144,4.8
311,Gul Ahmed Jeans,Gul Ahmed,Jeans,2097,24,3.5
312,Gul Ahmed Shirt,Gul Ahmed,Shirt,5440,119,4.2
313,J. Kurta,J.,Kurta,6705,182,3.7
314,Khaadi Shirt,Khaadi,Shirt,5767,141,4.4
315,Gul Ahmed T-Shirt,Gul Ahmed,T-Shirt,7649,171,4.0
316,J. Hoodie,J.,Hoodie,3485,146,4.0
317,Levis Jacket,Levis,Jacket,2545,20,3.8
318,Breakout Kurta,Breakout,Kurta,3144,72,4.5
319,J. Hoodie,J.,Hoodie,4274,127,4.5
320,Bonanza Jeans,Bonanza,Jeans,4801,159,3.9
321,J. T-Shirt,J.,T-Shirt,7731,98,4.4
322,J. Trouser,J.,Trouser,6405,58,3.7
323,Breakout T-Shirt,Breakout,T-Shirt,6963,78,4.6
324,Bonanza Jacket,Bonanza,Jacket,7648,22,4.8
325,Ideas Trouser,Ideas,Trouser,8438,113,4.8
326,Levis Jeans,Levis,Jeans,8320,8,4.5
327,Ideas Jeans,Ideas,Jeans,6305,191,4.0
328,Outfitters Shirt,Outfitters,Shirt,2825,78,4.5
329,Ideas Trouser,Ideas,Trouser,7965,140,4.3
330,Outfitters Jacket,Outfitters,Jacket,4223,103,3.8
331,Gul Ahmed Jeans,Gul Ahmed,Jeans,8369,46,3.6
332,Gul Ahmed T-Shirt,Gul Ahmed,T-Shirt,2846,58,3.8
333,Gul Ahmed Shirt,Gul Ahmed,Shirt,4030,172,5.0
334,Breakout T-Shirt,Breakout,T-Shirt,1521,106,3.8
335,Gul Ahmed Jacket,Gul Ahmed,Jacket,5230,156,4.7
336,J. Trouser,J.,Trouser,3498,95,5.0
337,Ideas Jacket,Ideas,Jacket,3432,163,3.7
338,Gul Ahmed Hoodie,Gul Ahmed,Hoodie,1701,26,3.8
339,Levis Kurta,Levis,Kurta,4386,72,4.6
340,Breakout Jacket,Breakout,Jacket,7685,171,3.8
341,Levis T-Shirt,Levis,T-Shirt,6117,116,4.1
342,Outfitters T-Shirt,Outfitters,T-Shirt,1612,98,4.9
343,Gul Ahmed Trouser,Gul Ahmed,Trouser,6380,52,4.6
344,Bonanza Kurta,Bonanza,Kurta,5612,196,3.5
345,Bonanza Shirt,Bonanza,Shirt,3412,129,3.8
346,Gul Ahmed Trouser,Gul Ahmed,Trouser,6172,13,4.9
347,Gul Ahmed Hoodie,Gul Ahmed,Hoodie,6478,153,3.6
348,Breakout Jacket,Breakout,Jacket,5434,60,3.8
349,Breakout Hoodie,Breakout,Hoodie,7798,38,4.1
350,Levis Hoodie,Levis,Hoodie,2827,5,4.7
351,Khaadi Kurta,Khaadi,Kurta,2038,13,4.8
352,Ideas Jacket,Ideas,Jacket,4452,111,3.8
353,Bonanza Jacket,Bonanza,Jacket,4767,131,4.8
354,Breakout Jeans,Breakout,Jeans,4337,20,3.5
355,Ideas Hoodie,Ideas,Hoodie,4926,154,4.4
356,Ideas Shirt,Ideas,Shirt,6983,11,4.2
357,Khaadi Jacket,Khaadi,Jacket,1678,33,3.8
358,Gul Ahmed Jacket,Gul Ahmed,Jacket,5792,178,3.6
359,Gul Ahmed Trouser,Gul Ahmed,Trouser,3856,162,4.4
360,Levis Kurta,Levis,Kurta,4779,98,3.5
361,Outfitters Jeans,Outfitters,Jeans,8039,136,4.8
362,Khaadi T-Shirt,Khaadi,T-Shirt,2522,132,3.9
363,Levis Jeans,Levis,Jeans,8348,114,3.6
364,Gul Ahmed Jacket,Gul Ahmed,Jacket,5309,78,4.4
365,Breakout Hoodie,Breakout,Hoodie,5928,87,4.9
366,Gul Ahmed Shirt,Gul Ahmed,Shirt,6556,160,4.5
367,Levis Jacket,Levis,Jacket,3875,135,4.4
368,Breakout T-Shirt,Breakout,T-Shirt,1884,63,4.6
369,Ideas T-Shirt,Ideas,T-Shirt,4849,84,4.4
370,Levis Shirt,Levis,Shirt,3041,93,4.4
371,Outfitters Kurta,Outfitters,Kurta,3932,51,4.5
372,Gul Ahmed Kurta,Gul Ahmed,Kurta,5390,21,4.9
373,Khaadi Trouser,Khaadi,Trouser,6103,135,3.5
374,Breakout Jacket,Breakout,Jacket,7909,95,4.0
375,Bonanza Jacket,Bonanza,Jacket,6253,184,3.8
376,Gul Ahmed Trouser,Gul Ahmed,Trouser,7261,106,4.9
377,Outfitters Kurta,Outfitters,Kurta,4421,122,3.6
378,Bonanza Jeans,Bonanza,Jeans,7441,136,3.9
379,Gul Ahmed Trouser,Gul Ahmed,Trouser,5248,130,3.6
380,J. Trouser,J.,Trouser,5507,51,3.8
381,Khaadi Shirt,Khaadi,Shirt,2337,107,4.4
382,Khaadi Kurta,Khaadi,Kurta,6916,16,4.6
383,Levis Shirt,Levis,Shirt,8242,10,4.4
384,Outfitters T-Shirt,Outfitters,T-Shirt,2326,79,4.3
385,Outfitters Shirt,Outfitters,Shirt,4902,89,4.9
386,Gul Ahmed Jacket,Gul Ahmed,Jacket,4437,198,4.6
387,Outfitters Kurta,Outfitters,Kurta,6427,141,4.1
388,Outfitters Hoodie,Outfitters,Hoodie,8133,173,4.1
389,Outfitters Trouser,Outfitters,Trouser,1804,191,3.7
390,J. Kurta,J.,Kurta,5698,157,4.8
391,Outfitters Shirt,Outfitters,Shirt,3197,151,3.8
392,Breakout Trouser,Breakout,Trouser,2550,23,4.8
393,Outfitters Shirt,Outfitters,Shirt,4158,49,4.3
394,Outfitters T-Shirt,Outfitters,T-Shirt,5406,109,4.9
395,Ideas Jeans,Ideas,Jeans,6637,194,4.4
396,Khaadi Kurta,Khaadi,Kurta,3623,28,4.3
397,Khaadi T-Shirt,Khaadi,T-Shirt,2142,74,4.2
398,Outfitters Trouser,Outfitters,Trouser,4749,80,4.6
399,Ideas Kurta,Ideas,Kurta,1958,169,3.6
400,Bonanza Jacket,Bonanza,Jacket,4506,166,3.9
401,Gul Ahmed Jeans,Gul Ahmed,Jeans,3709,174,3.9
402,Gul Ahmed Jacket,Gul Ahmed,Jacket,3866,27,3.9
403,Levis Kurta,Levis,Kurta,2218,142,4.5
404,Ideas Jacket,Ideas,Jacket,6770,137,4.8
405,Ideas Trouser,Ideas,Trouser,4976,121,4.1
406,Gul Ahmed Kurta,Gul Ahmed,Kurta,3421,146,4.9
407,Ideas Trouser,Ideas,Trouser,5782,197,4.8
408,Gul Ahmed T-Shirt,Gul Ahmed,T-Shirt,2785,12,3.9
409,Gul Ahmed Shirt,Gul Ahmed,Shirt,4329,10,4.8
410,J. Kurta,J.,Kurta,6755,187,3.9
411,Breakout Shirt,Breakout,Shirt,7590,131,3.7
412,Levis Hoodie,Levis,Hoodie,3969,179,4.0
413,Outfitters Jeans,Outfitters,Jeans,1828,162,3.9
414,Levis T-Shirt,Levis,T-Shirt,3295,131,4.4
415,Breakout Hoodie,Breakout,Hoodie,4605,149,4.1
416,Bonanza Jacket,Bonanza,Jacket,4346,190,4.7
417,Khaadi Trouser,Khaadi,Trouser,5784,15,5.0
418,Gul Ahmed Jeans,Gul Ahmed,Jeans,5910,105,5.0
419,Ideas Shirt,Ideas,Shirt,7117,34,4.4
420,Outfitters Jacket,Outfitters,Jacket,6881,194,4.9
421,Breakout T-Shirt,Breakout,T-Shirt,1784,18,3.9
422,Gul Ahmed Jacket,Gul Ahmed,Jacket,4692,159,4.8
423,Outfitters Jacket,Outfitters,Jacket,1512,166,4.6
424,J. Kurta,J.,Kurta,5828,138,4.0
425,Outfitters T-Shirt,Outfitters,T-Shirt,4178,38,4.9
426,Bonanza Jeans,Bonanza,Jeans,4269,15,4.7
427,Outfitters T-Shirt,Outfitters,T-Shirt,6126,106,4.3
428,Outfitters Hoodie,Outfitters,Hoodie,8260,14,4.8
429,Outfitters Trouser,Outfitters,Trouser,2425,9,4.1
430,Breakout Kurta,Breakout,Kurta,2099,27,4.8
431,Gul Ahmed Kurta,Gul Ahmed,Kurta,4082,30,4.0
432,Outfitters Trouser,Outfitters,Trouser,3736,87,4.1
433,Khaadi T-Shirt,Khaadi,T-Shirt,4325,86,4.3
434,J. Shirt,J.,Shirt,2321,100,3.6
435,Khaadi Jeans,Khaadi,Jeans,4198,140,4.0
436,J. Trouser,J.,Trouser,2238,152,3.9
