order_id,user_id,product_id,quantity,status,payment
339,859,332,1,Pending,EasyPaisa
340,899,196,1,Delivered,JazzCash
341,847,353,3,Delivered,EasyPaisa
342,240,393,1,Delivered,JazzCash
343,227,493,2,Pending,COD
344,553,20,1,Pending,JazzCash
345,664,305,3,Cancelled,Card
346,761,253,2,Cancelled,JazzCash
347,620,232,1,Delivered,Card
348,324,431,2,Cancelled,COD
349,87,154,2,Delivered,EasyPaisa
350,839,241,2,Delivered,COD
351,801,276,2,Pending,Card
352,346,324,2,Delivered,COD
353,742,340,2,Cancelled,Card
354,939,321,1,Cancelled,COD
355,3,377,3,Pending,Card
356,856,101,2,Pending,COD
357,763,220,3,Cancelled,EasyPaisa
358,576,156,3,Cancelled,COD
359,901,156,2,Delivered,Card
360,81,337,1,Pending,Card
361,663,439,2,Delivered,Card
362,549,224,1,Pending,EasyPaisa
363,61,166,1,Delivered,EasyPaisa
364,799,188,3,Delivered,JazzCash
365,665,84,1,Pending,JazzCash
366,977,91,3,Pending,JazzCash
367,985,491,1,Cancelled,EasyPaisa
368,906,358,3,Cancelled,COD
369,454,416,3,Delivered,COD
370,866,44,3,Delivered,JazzCash
371,687,117,2,Cancelled,COD
372,667,42,2,Pending,JazzCash
373,920,213,1,Pending,COD
374,749,56,3,Pending,JazzCash
375,707,246,3,Pending,COD
376,31,23,1,Pending,COD
377,36,362,2,Delivered,Card
378,863,437,2,Pending,JazzCash
379,588,96,1,Delivered,JazzCash
380,455,396,1,Pending,JazzCash
381,309,273,3,Cancelled,Card
382,775,45,3,Delivered,Card
383,577,293,3,Cancelled,JazzCash
384,474,380,1,Pending,Card
385,937,165,2,Pending,Card
386,391,444,3,Pending,JazzCash
387,305,99,2,Cancelled,COD
388,447,77,1,Delivered,EasyPaisa
389,619,48,2,Pending,EasyPaisa
390,931,456,2,Cancelled,COD
391,359,168,3,Cancelled,JazzCash
392,479,350,1,Cancelled,Card
393,603,130,1,Cancelled,JazzCash
394,597,467,1,Pending,JazzCash
395,61,144,1,Delivered,Card
396,683,151,1,Pending,COD
397,160,464,1,Pending,COD
398,793,388,2,Pending,Card
399,506,327,2,Delivered,JazzCash
400,331,80,3,Delivered,COD
401,447,460,1,Cancelled,Card
402,770,485,2,Cancelled,COD
403,825,112,2,Pending,JazzCash
404,470,52,3,Delivered,JazzCash
405,47,224,3,Pending,Card
406,896,74,3,Delivered,Card
407,235,96,2,Delivered,Card
408,514,484,1,Cancelled,JazzCash
409,361,52,3,Pending,COD
410,699,102,2,Delivered,COD
411,872,332,3,Cancelled,Card
412,129,47,2,Cancelled,EasyPaisa
413,763,242,3,Pending,EasyPaisa
414,12,403,1,Cancelled,JazzCash
415,995,275,1,Delivered,Card
416,444,351,3,Cancelled,COD
417,798,198,1,Cancelled,EasyPaisa
418,395,52,2,Delivered,Card
419,102,44,1,Delivered,JazzCash
420,536,316,1,Cancelled,COD
421,176,130,1,Pending,Card
422,348,337,2,Pending,Card
423,341,499,3,Cancelled,COD
424,359,279,2,Delivered,Card
425,755,382,3,Cancelled,COD
426,722,76,2,Pending,JazzCash
427,469,379,3,Delivered,Card
428,380,316,3,Delivered,JazzCash
429,652,47,3,Cancelled,Card
430,760,192,3,Delivered,COD
431,931,83,2,Delivered,EasyPaisa
432,968,372,3,Cancelled,COD
433,633,44,2,Pending,Card
434,572,42,1,Cancelled,Card
435,449,235,1,Delivered,JazzCash
436,512,101,2,Pending,EasyPaisa
437,299,191,3,Delivered,EasyPaisa
438,330,100,3,Cancelled,Card
439,248,454,1,Cancelled,Card
440,904,416,2,Pending,JazzCash
441,43,102,1,Cancelled,EasyPaisa
442,455,437,1,Pending,COD
443,785,190,2,Delivered,COD
444,658,172,2,Cancelled,EasyPaisa
445,796,126,3,Pending,EasyPaisa
446,209,114,2,Pending,JazzCash
447,147,39,2,Delivered,COD
448,473,280,2,Pending,EasyPaisa
449,187,228,3,Pending,Card
450,743,279,1,Delivered,Card
451,438,163,3,Delivered,JazzCash
452,171,178,1,Delivered,Card
453,923,268,3,Delivered,EasyPaisa
454,509,61,2,Pending,EasyPaisa
455,499,163,2,Pending,COD
456,797,139,3,Cancelled,COD
457,43,49,2,Pending,EasyPaisa
458,786,78,1,Cancelled,JazzCash
459,235,68,3,Delivered,Card
460,31,23,1,Cancelled,JazzCash
461,83,361,3,Cancelled,EasyPaisa
462,974,376,3,Delivered,COD
463,156,163,1,Delivered,EasyPaisa
464,629,293,2,Pending,EasyPaisa
465,654,247,2,Cancelled,EasyPaisa
466,40,186,2,Cancelled,Card
467,595,94,2,Cancelled,JazzCash
468,471,107,1,Delivered,COD
469,131,63,3,Cancelled,JazzCash
470,344,19,2,Delivered,Card
471,555,106,3,Cancelled,COD
472,153,179,2,Delivered,EasyPaisa
473,161,24,2,Pending,EasyPaisa
474,900,101,3,Cancelled,COD
475,87,367,2,Pending,EasyPaisa
476,523,495,2,Delivered,COD
477,832,282,2,Pending,JazzCash
478,271,492,3,Pending,Card
479,772,487,3,Pending,COD
480,831,319,2,Cancelled,Card
481,69,335,1,Delivered,JazzCash
482,877,300,2,Delivered,Card
483,18,194,1,Pending,COD
484,159,36,3,Pending,Card
485,238,445,1,Pending,JazzCash
486,859,341,2,Pending,JazzCash
487,992,327,1,Pending,COD
488,52,71,2,Cancelled,JazzCash
489,896,226,2,Pending,Card
490,811,201,3,Pending,COD
491,810,36,1,Delivered,COD
492,651,261,3,Pending,COD
493,561,148,3,Cancelled,JazzCash
494,914,352,1,Delivered,JazzCash
495,479,415,2,Delivered,JazzCash
496,133,291,3,Delivered,JazzCash
497,983,200,3,Pending,EasyPaisa
498,635,446,2,Pending,EasyPaisa
499,947,338,2,Pending,JazzCash
500,695,46,2,Delivered,COD
501,72,462,3,Pending,EasyPaisa
502,52,22,1,Pending,EasyPaisa
503,714,193,1,Pending,JazzCash
504,875,20,3,Cancelled,JazzCash
505,270,336,1,Delivered,Card
506,215,93,2,Pending,COD
507,714,212,1,Cancelled,EasyPaisa
508,154,464,2,Cancelled,JazzCash
509,722,336,3,Pending,Card
510,944,363,2,Cancelled,Card
511,891,135,1,Cancelled,EasyPaisa
512,27,358,1,Cancelled,Card
513,532,272,3,Pending,Card
514,494,208,1,Pending,EasyPaisa
515,549,338,1,Delivered,JazzCash
516,874,53,1,Delivered,Card
517,117,242,3,Cancelled,COD
518,51,182,3,Cancelled,JazzCash
519,593,490,3,Pending,JazzCash
520,322,370,3,Cancelled,Card
521,652,91,2,Cancelled,COD
522,724,223,2,Delivered,COD
523,625,332,1,Delivered,JazzCash
524,581,188,2,Cancelled,EasyPaisa
525,130,357,1,Pending,Card
526,117,251,1,Pending,COD
527,416,275,3,Pending,JazzCash
528,269,67,2,Cancelled,Card
529,103,244,2,Pending,COD
530,600,39,2,Delivered,Card
531,850,21,2,Cancelled,Card
532,153,118,2,Delivered,COD
533,263,445,2,Pending,Card
534,224,482,3,Pending,COD
535,211,125,1,Pending,Card
536,157,465,2,Delivered,Card
537,746,487,1,Cancelled,COD
538,161,472,3,Cancelled,EasyPaisa
539,633,208,3,Delivered,JazzCash
540,377,455,3,Pending,JazzCash
541,167,349,2,Pending,Card
542,375,83,3,Cancelled,JazzCash
543,214,3,2,Cancelled,Card
544,751,305,3,Cancelled,COD
545,695,366,1,Delivered,COD
546,477,220,2,Cancelled,COD
547,156,480,3,Cancelled,JazzCash
548,318,195,2,Cancelled,JazzCash
549,58,93,3,Pending,EasyPaisa
550,777,15,3,Delivered,COD
551,17,30,3,Delivered,JazzCash
552,409,149,2,Pending,EasyPaisa
553,473,388,1,Cancelled,EasyPaisa
554,854,450,3,Delivered,EasyPaisa
555,879,11,2,Pending,COD
556,672,64,3,Pending,Card
557,346,91,2,Delivered,EasyPaisa
558,744,422,2,Pending,JazzCash
559,478,161,3,Cancelled,COD
560,82,482,1,Pending,EasyPaisa
561,928,129,1,Pending,COD
562,726,386,2,Pending,EasyPaisa
563,968,104,2,Pending,EasyPaisa
564,882,266,2,Delivered,JazzCash
565,133,29,1,Delivered,Card
566,218,283,1,Delivered,JazzCash
567,435,335,3,Cancelled,COD
568,805,46,2,Cancelled,COD
569,244,122,1,Pending,EasyPaisa
570,235,55,1,Delivered,Card
571,362,340,3,Cancelled,EasyPaisa
572,827,294,2,Cancelled,EasyPaisa
573,682,333,3,Cancelled,Card
574,256,189,2,Delivered,JazzCash
575,646,150,1,Delivered,COD
576,928,486,3,Delivered,EasyPaisa
577,31,246,1,Cancelled,EasyPaisa
578,776,328,2,Cancelled,Card
579,466,360,2,Pending,Card
580,97,299,3,Pending,JazzCash
581,171,137,1,Cancelled,COD
582,83,403,2,Cancelled,JazzCash
583,362,477,2,Delivered,Card
584,92,221,2,Pending,JazzCash
585,366,189,2,Delivered,JazzCash
586,37,155,1,Pending,Card
587,972,184,2,Pending,EasyPaisa
588,292,45,3,Delivered,COD
589,863,267,3,Cancelled,COD
590,196,223,3,Delivered,Card
591,543,124,2,Cancelled,JazzCash
592,191,378,2,Pending,COD
593,803,6,1,Pending,COD
594,455,130,2,Delivered,Card
595,862,412,3,Delivered,JazzCash
596,438,331,2,Cancelled,COD
597,592,353,2,Pending,JazzCash
598,195,97,1,Cancelled,JazzCash
599,183,92,3,Cancelled,EasyPaisa
600,717,484,2,Pending,EasyPaisa
601,742,117,3,Pending,EasyPaisa
602,784,318,2,Delivered,EasyPaisa
603,386,432,1,Cancelled,EasyPaisa
604,864,1,1,Cancelled,EasyPaisa
605,71,19,1,Cancelled,COD
606,962,197,3,Pending,EasyPaisa
607,668,284,3,Pending,Card
608,97,78,3,Pending,COD
609,463,311,3,Pending,Card
610,974,262,2,Cancelled,JazzCash
611,231,67,1,Pending,Card
612,977,359,3,Cancelled,Card
613,539,169,1,Pending,EasyPaisa
614,273,498,3,Delivered,JazzCash
615,924,375,1,Delivered,Card
616,289,366,2,Pending,EasyPaisa
617,749,392,3,Cancelled,EasyPaisa
618,377,332,3,Pending,EasyPaisa
619,947,101,3,Pending,Card
620,639,285,2,Pending,Card
621,371,8,1,Pending,COD
622,162,237,2,Cancelled,EasyPaisa
623,83,112,1,Cancelled,COD
624,278,245,2,Delivered,EasyPaisa
625,921,132,1,Pending,JazzCash
626,613,281,2,Pending,EasyPaisa
627,791,387,1,Pending,Card
628,668,36,2,Cancelled,EasyPaisa
629,882,423,3,Delivered,EasyPaisa
630,130,65,1,Delivered,EasyPaisa
631,860,180,3,Cancelled,COD
632,442,22,3,Cancelled,Card
633,351,170,1,Delivered,Card
634,861,495,2,Cancelled,JazzCash
635,388,274,1,Delivered,Card
636,202,95,2,Cancelled,Card
637,175,312,1,Pending,Card
638,850,375,3,Pending,Card
639,956,308,2,Cancelled,JazzCash
640,878,359,1,Pending,EasyPaisa
641,482,480,2,Cancelled,EasyPaisa
642,427,476,2,Pending,EasyPaisa
643,937,82,2,Delivered,EasyPaisa
644,211,497,3,Delivered,JazzCash
645,770,59,3,Pending,JazzCash
646,775,94,3,Pending,JazzCash
647,993,460,2,Delivered,Card
648,136,469,2,Cancelled,Card
649,402,407,2,Pending,COD
650,684,157,2,Pending,Card
651,399,16,2,Pending,EasyPaisa
652,318,24,3,Cancelled,JazzCash
653,394,321,3,Cancelled,Card
654,5,19,3,Delivered,COD
655,337,261,1,Delivered,JazzCash
656,369,230,3,Delivered,EasyPaisa
657,221,433,1,Cancelled,JazzCash
658,471,357,1,Cancelled,Card
659,169,259,3,Pending,JazzCash
660,460,438,2,Delivered,COD
661,270,481,1,Pending,COD
662,49,247,1,Pending,COD
663,505,91,1,Cancelled,JazzCash
664,737,14,1,Delivered,JazzCash
665,144,434,3,Pending,JazzCash
666,551,322,2,Delivered,JazzCash
667,892,378,2,Delivered,COD
668,393,113,1,Cancelled,Card
669,88,389,1,Pending,Card
670,928,91,3,Delivered,JazzCash
671,947,398,2,Delivered,EasyPaisa
672,607,127,2,Pending,EasyPaisa
673,171,431,2,Delivered,COD
674,200,10,2,Delivered,EasyPaisa
675,73,245,3,Cancelled,COD
676,926,361,2,Pending,COD
677,47,471,3,Cancelled,JazzCash
678,678,301,3,Delivered,Card
679,556,417,1,Delivered,Card
680,452,198,3,Pending,Card
681,559,404,2,Pending,JazzCash
682,374,291,2,Delivered,EasyPaisa
683,774,424,1,Cancelled,COD
684,452,441,2,Pending,JazzCash
685,66,174,2,Pending,Card
686,560,18,2,Delivered,EasyPaisa
687,89,260,1,Cancelled,Card
688,452,95,1,Cancelled,Card
689,197,130,1,Delivered,JazzCash
690,683,79,3,Delivered,EasyPaisa
691,727,81,2,Cancelled,COD
692,362,375,3,Pending,COD
693,532,161,2,Delivered,JazzCash
694,944,190,1,Cancelled,Card
695,990,91,2,Cancelled,Card
696,803,67,3,Cancelled,Card
697,395,195,2,Delivered,COD
698,634,174,3,Delivered,COD
699,343,138,1,Pending,Card
700,937,315,1,Delivered,Card
701,674,100,3,Delivered,JazzCash
702,396,11,3,Cancelled,JazzCash
703,994,337,1,Delivered,JazzCash
704,720,334,1,Delivered,EasyPaisa
705,8,428,2,Pending,COD
706,156,158,3,Delivered,JazzCash
707,78,199,3,Pending,COD
708,799,82,2,Cancelled,JazzCash
709,945,341,3,Pending,Card
710,418,9,2,Cancelled,JazzCash
711,860,276,2,Delivered,EasyPaisa
712,829,257,1,Cancelled,JazzCash
713,231,53,1,Cancelled,EasyPaisa
714,986,97,3,Pending,COD
715,884,247,1,Pending,EasyPaisa
716,723,234,3,Delivered,JazzCash
717,230,490,3,Delivered,COD
718,426,381,3,Delivered,Card
719,196,265,2,Pending,Card
720,413,57,1,Cancelled,Card
721,11,62,2,Pending,Card
722,793,119,3,Cancelled,JazzCash
723,644,198,2,Pending,JazzCash
724,575,294,1,Cancelled,EasyPaisa
725,9,289,2,Pending,EasyPaisa
726,585,403,2,Cancelled,Card
727,446,131,2,Delivered,EasyPaisa
728,465,273,1,Pending,COD
729,148,455,2,Delivered,Card
730,92,471,2,Delivered,JazzCash
731,509,233,1,Cancelled,JazzCash
732,629,99,2,Cancelled,Card
733,209,424,2,Pending,Card
734,587,248,2,Pending,EasyPaisa
735,347,300,1,Cancelled,JazzCash
736,810,251,1,Pending,COD
737,262,481,2,Delivered,COD
738,256,105,3,Cancelled,COD
739,578,327,2,Cancelled,Card
740,757,238,2,Delivered,COD
741,458,68,1,Cancelled,COD
742,751,235,1,Cancelled,JazzCash
743,367,21,3,Pending,JazzCash
744,884,212,1,Delivered,COD
745,886,410,3,Delivered,COD
746,152,398,3,Delivered,COD
747,70,499,3,Pending,Card
748,238,72,1,Delivered,EasyPaisa
749,654,91,1,Cancelled,JazzCash
750,564,427,2,Delivered,COD
751,955,315,3,Cancelled,COD
752,846,39,1,Pending,Card
753,419,419,2,Pending,COD
754,267,425,2,Delivered,JazzCash
755,800,422,1,Pending,Card
756,111,40,3,Pending,EasyPaisa
757,998,225,2,Cancelled,JazzCash
758,27,48,2,Pending,Card
759,252,138,2,Cancelled,Card
760,574,295,2,Pending,JazzCash
761,305,325,1,Pending,Card
762,748,227,2,Cancelled,Card
763,83,192,2,Delivered,EasyPaisa
764,460,233,2,Delivered,COD
765,319,43,2,Delivered,COD
766,846,5,1,Cancelled,JazzCash
767,223,274,2,Cancelled,JazzCash
768,572,365,1,Cancelled,EasyPaisa
769,527,264,3,Pending,COD
770,548,143,1,Delivered,Card
771,37,426,1,Cancelled,Card
772,757,161,2,Cancelled,EasyPaisa
773,479,447,3,Cancelled,Card
774,550,49,2,Cancelled,Card
775,626,188,3,Pending,EasyPaisa
